freq1,freq2,avg_power
1215,210,76.0818
1215,270,80.0437
1215,330,83.9213
1215,390,87.5154
1215,510,94.0775
1215,570,96.6301
1215,630,99.5972
1215,690,103.387
1215,750,106.981
1215,810,111.421
1215,870,114.898
1215,930,118.508
1215,990,121.9
1215,1110,136.02
1215,1170,148.128
1215,1230,159.927
1215,1290,174.748
1215,1350,195.804
1215,1410,225.874
