freq1,freq2,avg_power
1215,210,86.2661
1215,270,92.6363
1215,330,99.1657
1215,390,105.424
1215,450,111.939
1215,510,116.896
1215,570,121.136
1215,630,126.662
1215,690,132.049
1215,750,137.391
1215,810,143.217
1215,870,148.939
1215,930,154.26
1215,990,159.086
1215,1050,166.834
1215,1110,181.049
1215,1170,196.505
1215,1230,212.135
1215,1290,232.695
1215,1350,261.64
1215,1410,301.211
