freq1,freq2,avg_power
1215,210,86.4918
1215,270,92.9703
1215,330,99.7062
1215,390,106.251
1215,450,112.966
1215,510,118.071
1215,570,122.311
1215,630,127.92
1215,690,134.038
1215,750,139.843
1215,810,146.198
1215,870,151.966
1215,930,157.981
1215,990,163.101
1215,1050,171.624
1215,1110,183.918
1215,1170,202.176
1215,1230,219.821
1215,1290,241
1215,1350,273.706
1215,1410,319.433
