freq1,freq2,avg_power
7251,210,88.5152
7251,270,94.0753
7251,330,100.154
7251,390,105.841
7251,450,111.952
7251,510,117.016
7251,570,122.102
7251,630,127.027
7251,690,131.343
7251,750,136.313
7251,810,140.894
7251,870,145.314
7251,930,148.983
7251,990,153.502
7251,1050,156.686
7251,1110,160.787
7251,1170,164.283
7251,1230,172.89
7251,1290,181.599
7251,1350,189.828
7251,1410,199.9
