freq1,freq2,avg_power
1215,210,68.3521
1215,270,70.5164
1215,330,72.4984
1215,390,74.4087
1215,450,76.1118
1215,510,77.7804
1215,570,79.3458
1215,630,81.2384
1215,690,83.2617
1215,750,85.1479
1215,810,87.3731
1215,870,90.0185
1215,930,92.1513
1215,990,94.4413
1215,1050,96.5646
