freq1,freq2,avg_power
7251,210,69.2022
7251,270,71.4192
7251,330,73.6733
7251,390,75.9894
7251,450,78.5851
7251,510,80.5999
7251,570,82.8481
7251,630,84.9901
7251,690,87.1396
7251,750,89.1892
7251,810,91.1403
7251,870,92.7605
7251,930,94.7472
7251,990,96.2769
7251,1050,98.3483
7251,1110,100.291
7251,1170,101.686
7251,1230,104.133
7251,1290,109.177
7251,1350,115.391
