freq1,freq2,avg_power
7251,210,93.4412
7251,270,99.2248
7251,330,105.999
7251,390,112.522
7251,450,118.409
7251,510,124.04
7251,570,129.741
7251,630,135.173
7251,690,140.506
7251,750,145.477
7251,810,150.392
7251,870,155.084
7251,930,158.354
7251,990,162.628
7251,1050,167.311
7251,1110,171.37
7251,1170,174.973
7251,1230,184.731
7251,1290,191.54
7251,1350,201.763
