freq1,freq2,avg_power
1215,210,76.1181
1215,270,80.2938
1215,330,84.1795
1215,390,87.9376
1215,450,91.7283
1215,510,94.6822
1215,570,97.8611
1215,630,101.257
1215,690,105.115
1215,750,107.522
1215,810,111.871
1215,870,115.425
1215,930,119.298
1215,990,122.932
1215,1050,128.364
1215,1110,138.86
1215,1170,149.752
1215,1230,162.014
1215,1290,178.019
1215,1350,198.836
1215,1410,230.156
