powercap,avg_power
100,95.7555
115,95.5731
130,95.2998
145,95.6003
160,95.5351
175,95.505
190,95.5966
205,95.8029
220,95.7542
235,95.9018
250,95.7567
265,95.4484
280,95.7579
295,95.8643
