powercap,avg_power
100,99.8008
115,114.715
130,129.674
145,144.493
160,159.464
175,168.275
190,167.455
205,166.998
220,166.775
235,167.14
250,167.717
265,167.558
280,167.761
295,167.351
300,167.212
