timestamp, power.draw [W], utilization.gpu [%]
2026/05/07 16:37:23.538, 263.22 W, 90 %
2026/05/07 16:37:23.638, 244.92 W, 90 %
2026/05/07 16:37:23.739, 225.20 W, 100 %
2026/05/07 16:37:23.839, 208.10 W, 100 %
2026/05/07 16:37:23.939, 189.77 W, 100 %
2026/05/07 16:37:24.039, 168.56 W, 100 %
2026/05/07 16:37:24.139, 150.91 W, 16 %
2026/05/07 16:37:24.239, 130.87 W, 16 %
2026/05/07 16:37:24.339, 110.81 W, 0 %
2026/05/07 16:37:24.439, 96.67 W, 0 %
2026/05/07 16:37:24.540, 94.85 W, 5 %
2026/05/07 16:37:24.640, 93.11 W, 5 %
2026/05/07 16:37:24.740, 95.02 W, 59 %
2026/05/07 16:37:24.840, 97.11 W, 59 %
2026/05/07 16:37:24.940, 108.56 W, 100 %
2026/05/07 16:37:25.040, 124.74 W, 100 %
2026/05/07 16:37:25.140, 145.21 W, 100 %
2026/05/07 16:37:25.241, 163.60 W, 100 %
2026/05/07 16:37:25.341, 185.19 W, 100 %
2026/05/07 16:37:25.441, 202.80 W, 100 %
2026/05/07 16:37:25.541, 225.09 W, 100 %
2026/05/07 16:37:25.641, 248.55 W, 100 %
2026/05/07 16:37:25.741, 261.96 W, 100 %
2026/05/07 16:37:25.841, 280.63 W, 100 %
2026/05/07 16:37:25.942, 285.60 W, 100 %
2026/05/07 16:37:26.042, 286.25 W, 100 %
2026/05/07 16:37:26.142, 286.52 W, 100 %
2026/05/07 16:37:26.242, 286.59 W, 100 %
2026/05/07 16:37:26.342, 286.73 W, 100 %
2026/05/07 16:37:26.442, 286.79 W, 100 %
2026/05/07 16:37:26.542, 286.89 W, 100 %
2026/05/07 16:37:26.643, 286.91 W, 100 %
2026/05/07 16:37:26.743, 286.89 W, 100 %
2026/05/07 16:37:26.843, 286.92 W, 100 %
2026/05/07 16:37:26.943, 286.87 W, 100 %
2026/05/07 16:37:27.043, 286.77 W, 100 %
2026/05/07 16:37:27.143, 286.78 W, 100 %
2026/05/07 16:37:27.244, 286.85 W, 100 %
2026/05/07 16:37:27.344, 286.82 W, 100 %
2026/05/07 16:37:27.444, 286.86 W, 100 %
2026/05/07 16:37:27.544, 286.81 W, 100 %
2026/05/07 16:37:27.644, 286.79 W, 100 %
2026/05/07 16:37:27.744, 286.83 W, 100 %
2026/05/07 16:37:27.844, 286.87 W, 100 %
2026/05/07 16:37:27.944, 286.96 W, 100 %
2026/05/07 16:37:28.045, 287.00 W, 100 %
2026/05/07 16:37:28.145, 286.99 W, 100 %
2026/05/07 16:37:28.245, 286.95 W, 100 %
2026/05/07 16:37:28.345, 287.02 W, 100 %
2026/05/07 16:37:28.445, 287.05 W, 100 %
2026/05/07 16:37:28.545, 287.17 W, 100 %
2026/05/07 16:37:28.646, 287.24 W, 100 %
2026/05/07 16:37:28.746, 287.26 W, 100 %
2026/05/07 16:37:28.846, 287.30 W, 100 %
2026/05/07 16:37:28.946, 287.32 W, 100 %
2026/05/07 16:37:29.046, 287.34 W, 100 %
2026/05/07 16:37:29.146, 287.45 W, 100 %
2026/05/07 16:37:29.246, 287.41 W, 100 %
2026/05/07 16:37:29.347, 287.40 W, 100 %
2026/05/07 16:37:29.447, 287.41 W, 100 %
2026/05/07 16:37:29.547, 287.37 W, 100 %
2026/05/07 16:37:29.647, 287.41 W, 100 %
2026/05/07 16:37:29.747, 287.42 W, 100 %
2026/05/07 16:37:29.847, 287.38 W, 100 %
2026/05/07 16:37:29.947, 287.40 W, 100 %
2026/05/07 16:37:30.048, 287.41 W, 100 %
2026/05/07 16:37:30.148, 287.42 W, 100 %
2026/05/07 16:37:30.248, 287.42 W, 100 %
2026/05/07 16:37:30.348, 287.70 W, 100 %
2026/05/07 16:37:30.448, 288.01 W, 100 %
2026/05/07 16:37:30.548, 288.63 W, 100 %
2026/05/07 16:37:30.648, 289.49 W, 100 %
2026/05/07 16:37:30.749, 290.56 W, 100 %
2026/05/07 16:37:30.849, 291.66 W, 100 %
2026/05/07 16:37:30.949, 292.81 W, 100 %
2026/05/07 16:37:31.049, 294.13 W, 100 %
2026/05/07 16:37:31.149, 295.54 W, 100 %
2026/05/07 16:37:31.249, 297.39 W, 100 %
2026/05/07 16:37:31.349, 300.02 W, 100 %
2026/05/07 16:37:31.450, 304.87 W, 100 %
2026/05/07 16:37:31.550, 310.76 W, 100 %
2026/05/07 16:37:31.650, 316.39 W, 100 %
2026/05/07 16:37:31.750, 323.55 W, 100 %
2026/05/07 16:37:31.850, 333.78 W, 100 %
2026/05/07 16:37:31.950, 344.01 W, 100 %
2026/05/07 16:37:32.050, 353.22 W, 100 %
2026/05/07 16:37:32.151, 363.36 W, 100 %
2026/05/07 16:37:32.251, 374.28 W, 100 %
2026/05/07 16:37:32.351, 383.22 W, 100 %
2026/05/07 16:37:32.451, 389.11 W, 100 %
2026/05/07 16:37:32.551, 393.81 W, 100 %
2026/05/07 16:37:32.651, 399.22 W, 100 %
2026/05/07 16:37:32.751, 403.27 W, 100 %
2026/05/07 16:37:32.852, 404.04 W, 100 %
2026/05/07 16:37:32.952, 404.28 W, 100 %
2026/05/07 16:37:33.052, 404.41 W, 100 %
2026/05/07 16:37:33.152, 404.42 W, 100 %
2026/05/07 16:37:33.252, 404.43 W, 100 %
2026/05/07 16:37:33.352, 404.42 W, 100 %
2026/05/07 16:37:33.452, 404.43 W, 100 %
2026/05/07 16:37:33.553, 404.41 W, 100 %
2026/05/07 16:37:33.653, 404.38 W, 100 %
2026/05/07 16:37:33.753, 404.38 W, 100 %
2026/05/07 16:37:33.853, 404.42 W, 100 %
2026/05/07 16:37:33.953, 404.43 W, 100 %
2026/05/07 16:37:34.053, 404.43 W, 100 %
2026/05/07 16:37:34.153, 404.42 W, 100 %
2026/05/07 16:37:34.253, 404.43 W, 100 %
2026/05/07 16:37:34.354, 404.45 W, 100 %
2026/05/07 16:37:34.454, 404.44 W, 100 %
2026/05/07 16:37:34.554, 404.46 W, 100 %
2026/05/07 16:37:34.654, 404.52 W, 100 %
2026/05/07 16:37:34.754, 404.51 W, 100 %
2026/05/07 16:37:34.854, 404.41 W, 100 %
2026/05/07 16:37:34.955, 404.42 W, 100 %
2026/05/07 16:37:35.055, 404.43 W, 100 %
2026/05/07 16:37:35.155, 404.36 W, 100 %
2026/05/07 16:37:35.255, 404.41 W, 100 %
2026/05/07 16:37:35.355, 404.39 W, 100 %
2026/05/07 16:37:35.455, 404.48 W, 100 %
2026/05/07 16:37:35.555, 404.48 W, 100 %
2026/05/07 16:37:35.655, 404.48 W, 100 %
2026/05/07 16:37:35.756, 404.53 W, 100 %
2026/05/07 16:37:35.856, 404.63 W, 100 %
2026/05/07 16:37:35.956, 404.76 W, 100 %
2026/05/07 16:37:36.056, 404.75 W, 100 %
2026/05/07 16:37:36.156, 404.85 W, 100 %
2026/05/07 16:37:36.256, 404.96 W, 100 %
