freq1,freq2,avg_power
7251,210,93.3943
7251,270,99.0725
7251,330,105.748
7251,390,112.111
7251,450,118.002
7251,510,123.378
7251,570,128.925
7251,630,134.15
7251,690,139.325
7251,750,144.252
7251,810,148.926
7251,870,152.25
7251,930,156.402
7251,990,160.458
7251,1050,164.551
7251,1110,168.391
7251,1170,172.018
7251,1230,179.619
7251,1290,188.27
7251,1350,197.812
7251,1410,207.989
7251,1470,219.998
7251,1530,235.05
7251,1590,255.374
7251,1650,279.769
7251,1710,288.687
7251,1740,286.526
