freq1,freq2,avg_power
7251,210,80.0318
7251,270,84.0833
7251,330,88.7759
7251,390,93.2538
7251,450,97.3125
7251,510,101.325
7251,570,105.34
7251,630,109.204
7251,690,112.775
7251,750,116.575
7251,810,120.117
7251,870,123.531
7251,930,126.465
7251,990,129.135
7251,1050,132.499
7251,1110,135.704
7251,1170,138.661
7251,1230,146.037
7251,1290,153.106
7251,1350,160.361
7251,1410,169.019
7251,1470,182.401
7251,1530,193.361
7251,1590,212.607
7251,1650,232.332
7251,1710,256.346
7251,1740,266.384
