freq1,freq2,avg_power
7251,210,88.656
7251,270,93.9764
7251,330,100.132
7251,390,105.978
7251,450,112.285
7251,510,117.378
7251,570,122.443
7251,630,127.519
7251,690,132.36
7251,750,137.083
7251,810,141.65
7251,870,146.01
7251,930,150.718
7251,990,154.993
7251,1050,157.989
7251,1110,162.149
7251,1170,165.938
7251,1230,175.134
7251,1290,184.479
7251,1350,191.87
7251,1410,203.244
7251,1470,219.324
7251,1530,233.068
7251,1590,254.658
7251,1650,279.04
7251,1710,295.69
7251,1740,292.048
