freq1,freq2,avg_power
7251,210,59.3629
7251,270,59.8119
7251,390,60.8893
7251,450,61.0696
7251,510,61.7014
7251,570,62.2359
7251,690,62.9673
7251,750,63.3135
7251,810,63.7215
7251,870,64.0963
7251,930,64.3556
7251,990,64.5052
7251,1050,65.3859
7251,1110,65.3729
7251,1170,65.7393
7251,1230,67.4873
7251,1290,68.9569
7251,1350,70.7545
7251,1410,72.1447
7251,1470,74.76
7251,1530,77.804
7251,1590,81.8469
7251,1650,86.7651
7251,1710,92.1917
7251,1740,94.4295
