freq1,freq2,avg_power
7251,210,69.2022
7251,270,71.4192
7251,330,73.6732
7251,390,75.9893
7251,450,78.585
7251,510,80.5999
7251,570,82.8449
7251,630,84.9901
7251,690,87.1396
7251,750,89.1894
7251,810,91.1404
7251,870,92.7605
7251,930,94.7473
7251,990,96.2775
7251,1050,98.3483
7251,1110,100.292
7251,1170,101.686
7251,1230,104.134
7251,1290,109.179
7251,1350,115.386
7251,1410,120.483
7251,1470,127.347
7251,1530,135.677
7251,1590,146.251
7251,1650,159.249
7251,1710,173.947
7251,1740,180.469
