freq1,freq2,avg_power
7251,210,80.0174
7251,270,84.1021
7251,390,93.1671
7251,450,97.1404
7251,510,101.517
7251,570,105.345
7251,690,112.853
7251,750,116.661
7251,810,120.175
7251,870,123.652
7251,930,127.032
7251,990,130.309
7251,1050,133.719
7251,1110,137.014
7251,1170,140.222
7251,1230,146.665
7251,1290,154.255
7251,1350,162.296
7251,1410,171.223
7251,1470,182.98
7251,1530,197.027
7251,1590,213.351
7251,1650,233.947
7251,1710,260.118
7251,1740,264.673
