freq1,freq2,avg_power
7251,210,88.5142
7251,270,94.0746
7251,330,100.152
7251,390,105.838
7251,450,111.948
7251,510,117.011
7251,570,122.092
7251,630,127.02
7251,690,131.336
7251,750,136.311
7251,810,140.884
7251,870,145.286
7251,930,148.956
7251,990,153.485
7251,1050,156.655
7251,1110,160.738
7251,1170,164.268
7251,1230,172.829
7251,1290,181.482
7251,1350,189.74
7251,1410,199.876
7251,1470,215.037
7251,1530,228.304
7251,1590,249.286
7251,1650,274.789
7251,1710,290.929
7251,1740,288.581
